step,reward
662,3.375239
663,3.388081
664,3.401088
665,3.403899
666,3.405087
667,3.407656
668,3.409844
669,3.422986
670,3.436487
671,3.449324
672,3.463268
673,3.465204
674,3.467356
675,3.480191
676,3.49366
677,3.485507
678,3.498543
679,3.500645
680,3.513671
681,3.527354
682,3.540182
683,3.55319
684,3.566664
685,3.568567
686,3.571013
687,3.573129
688,3.57456
689,3.576152
690,3.577908
691,3.590676
692,3.592858
693,3.59526
694,3.608163
695,3.621542
696,3.634355
697,3.636527
698,3.638271
699,3.640295
700,3.653655
701,3.666751
702,3.679717
703,3.692647
704,3.705601
705,3.707617
706,3.697049
707,3.710044
708,3.72263
709,3.735116
710,3.736445
711,3.727779
712,3.740632
713,3.743329
714,3.733889
715,3.736118
716,3.749636
717,3.751711
718,3.764606
719,3.766791
720,3.779229
721,3.791875
722,3.804363
723,3.817112
724,3.829639
725,3.83093
726,3.84338
727,3.856179
728,3.847035
729,3.848647
730,3.84975
731,3.862747
732,3.864205
733,3.865654
734,3.878507
735,3.880554
736,3.881648
737,3.894518
738,3.896829
739,3.898626
740,3.900441
741,3.890909
742,3.903597
743,3.915941
744,3.92828
745,3.929288
746,3.930216
747,3.942529
748,3.943891
749,3.944345
750,3.956588
751,3.95721
752,3.96986
753,3.982495
754,3.98457
755,3.996753
756,4.008907
757,4.021545
758,4.034114
759,4.046264
760,4.037188
761,4.050089
762,4.062512
763,4.074715
764,4.086667
765,4.098746
766,4.111755
767,4.124132
768,4.124375
769,4.125236
770,4.126618
771,4.128314
772,4.129958
773,4.142177
774,4.154124
775,4.16647
776,4.168375
777,4.169867
778,4.182065
779,4.173575
780,4.185737
781,4.186831
782,4.19858
783,4.199237
784,4.211097
785,4.212007
786,4.213444
787,4.225487
788,4.22627
789,4.228491
790,4.229368
791,4.230728
792,4.231595
793,4.243883
794,4.234434
795,4.246563
796,4.258544
797,4.259583
798,4.260604
799,4.27212
800,4.272597
801,4.274289
802,4.265071
803,4.276943
804,4.277574
805,4.289024
806,4.300474
807,4.312566
808,4.324758
809,4.336307
810,4.347698
811,4.349066
812,4.360381
813,4.361566
814,4.362912
815,4.374262
816,4.364324
817,4.376014
818,4.376872
819,4.388509
820,4.400803
821,4.402337
822,4.392901
823,4.393474
824,4.404589
825,4.41572
826,4.42727
827,4.427395
828,4.417982
829,4.418469
830,4.419101
831,4.430131
832,4.431182
833,4.432489
834,4.423157
835,4.434084
836,4.445656
837,4.456658
838,4.468086
839,4.479241
840,4.469189
841,4.480908
842,4.481798
843,4.48161
844,4.492412
845,4.483737
846,4.485198
847,4.495988
848,4.497797
849,4.4983
850,4.499199
851,4.501114
852,4.512466
853,4.513793
854,4.524981
855,4.515347
856,4.526017
857,4.517421
858,4.517923
859,4.519897
860,4.521324
861,4.531975
862,4.5431
863,4.553668
864,4.553377
865,4.554975
866,4.565918
867,4.576725
868,4.587186
869,4.587587
870,4.5979
871,4.608351
872,4.618972
873,4.619446
874,4.62015
875,4.621463
876,4.621731
877,4.632055
878,4.633066
879,4.643623
880,4.644763
881,4.644406
882,4.655172
883,4.665978
884,4.676633
885,4.677831
886,4.688648
887,4.699146
888,4.709179
889,4.710153
890,4.720179
891,4.730158
892,4.740602
893,4.741785
894,4.75215
895,4.761959
896,4.762572
897,4.772319
898,4.773226
899,4.773848
900,4.783493
901,4.783357
902,4.79351
903,4.803696
904,4.814015
905,4.823886
906,4.816286
907,4.826411
908,4.836467
909,4.837383
910,4.846865
911,4.856974
912,4.857526
913,4.857599
914,4.867527
915,4.877405
916,4.878011
917,4.887863
918,4.888011
919,4.888135
920,4.897715
921,4.90721
922,4.907504
923,4.908518
924,4.918004
925,4.91082
926,4.920002
927,4.92013
928,4.929759
929,4.938866
930,4.938383
931,4.948106
932,4.948382
933,4.957623
934,4.957164
935,4.958093
